"","Uniprot.ID","TC.Exp1.20min..log2.","TC.Exp2.20min..log2.","TC.Exp3.20min..log2.","LY.Exp1.Insulin.Starved..log2.","LY.Exp2.Insulin.Starved..log2.","LY.Exp3.Insulin.Starved..log2.","MK.Exp1.Insulin.Starved..log2.","MK.Exp2.Insulin.Starved..log2.","MK.Exp3.Insulin.Starved..log2."
"10573","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.66"," 0.86"," 2.53"," 0.94"," 0.56"," 0.61"," -0.60","  0.70"," 0.87"
"10575","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.04",NA,NA,NA,NA,NA,NA,NA,NA
"10578","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 3.39",NA," 2.63"," 3.33"," 3.27"," 2.38","  2.55",NA," 2.36"
"10579","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.70",NA,NA,NA,NA,NA," -0.49",NA,NA
"10580","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.09",NA," 0.02",NA," 0.05",NA,NA,NA,NA
"10584","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.46"," 0.58"," 1.28","-0.03"," 0.33"," 0.26","  0.65","  1.27",NA
"10586","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.73",NA,NA,NA,NA,NA,NA,NA,NA
"10593","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 2.74",NA,NA,NA,NA,NA,NA,NA," 0.23"
"10594","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.36",NA,NA,NA,NA,NA,NA,NA,NA
"10595","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.67",NA,NA,NA,NA,NA,NA,NA,NA
"10596","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.64",NA,NA,NA,NA,NA,NA,NA,NA
"10597","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 1.16",NA,NA,NA,NA,NA,NA,NA,NA
"10598","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 1.86",NA,NA,NA,NA,NA,NA,NA,NA
"10599","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 4.54",NA,NA,NA,NA,NA,NA,NA,NA
"10603","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.51"," 0.30","-0.43",NA,NA,NA,NA,"  0.42",NA
"10609","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9",NA,NA,NA,NA,NA,NA,"  0.02",NA,NA
"10610","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.13","-0.15"," 0.27",NA," 0.02","-0.07",NA,NA," 0.21"
"10611","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9","-0.40","-0.53","-0.55",NA,"-1.26","-1.21",NA," -1.06","-1.57"
"10612","A2AJX6",NA,"-0.26",NA,NA,NA,NA,NA,NA,NA
"10613","A2AJX5;A6H8H2;Q3U2K9;Q3U2Y9"," 0.95"," 0.97"," 0.95",NA," 0.92"," 0.94",NA,"  1.10"," 1.49"
"10614","Q6PAL8","-0.64",NA,NA,NA,"-0.99","-0.71","  0.58",NA,NA
"10615","Q6PAL8","-0.31",NA," 0.26","-1.38",NA,NA," -1.19"," -0.10",NA
"10616","Q6PAL8","-0.31",NA," 0.26","-1.38",NA,NA," -1.19"," -0.10",NA
"10617","Q6PAL8"," 0.72"," 2.49",NA,NA,NA,NA,NA,NA,NA
"10618","Q6PAL8","-0.10",NA,NA,NA,NA,NA,NA,NA,NA
"10620","A2RSQ0-1;A2RSQ0;A2RSQ0-2;B8JKU2"," 0.16",NA," 0.38",NA," 0.79","-0.33",NA,NA,NA
"10621","A2RSQ0-1;A2RSQ0"," 0.03","-0.62","-0.90","-2.36",NA,NA,NA," -1.00",NA
"10622","A2RSQ0-1;A2RSQ0",NA,NA,NA,"-2.36",NA,NA,NA,NA,NA
"10623","A2RSQ0-1;A2RSQ0"," 0.11",NA,"-0.22",NA,NA,NA,NA," -0.67",NA
"10626","A2RSQ0-1;A2RSQ0;A2RSQ0-2;B8JKU2"," 0.25",NA,NA,NA,NA,NA,NA,NA,NA
"10628","Q9CQJ6"," 0.00",NA,NA,NA," 0.06",NA,NA,NA,NA
"10629","Q9CQJ6"," 0.16","-0.05"," 0.30"," 0.00","-0.02"," 0.09"," -0.35","  0.00","-0.12"
"10630","Q9CQJ6"," 0.07"," 0.36"," 0.49",NA,NA,NA,NA,NA,NA
"10631","Q8CIG0-1;Q8CIG0;Q61194-1;Q61194;Q3UQN0;Q3US21;Q61194-2;Q3UWW7"," 0.40"," 0.58"," 1.24"," 0.42"," 0.52"," 0.27","  0.60","  0.40"," 0.25"
"10632","P61460","-1.82","-1.83",NA,NA,"-1.02","-0.69",NA,NA,NA
"10636","P61460;Q6GQV2;Q8BVE2",NA,NA,"-1.28",NA,NA,NA,NA,NA,NA
"10637","P61460;Q6GQV2;Q8BVE2"," 0.08","-0.18","-0.74","-0.59"," 0.32","-0.18","  0.28"," -1.18","-0.78"
"10638","P61460;Q6GQV2"," 1.00",NA," 1.06"," 2.90",NA,NA,"  1.14","  1.70"," 1.19"
"10639","P61460;Q6GQV2",NA,NA," 4.02"," 2.90",NA,NA,NA,NA,NA
"10641","P61460","-0.05","-0.37","-0.08"," 0.13"," 0.50"," 0.20"," -0.28","  0.31",NA
"10642","P61460",NA,"-0.27","-0.79",NA,NA,NA,NA," -0.60",NA
"10643","P61460"," 0.83",NA,NA,NA,NA,NA,NA,NA,NA
"10644","P61460"," 0.21"," 0.76"," 1.29"," 0.98",NA,NA,NA,"  0.31",NA
"10645","P61460",NA,NA,NA," 0.53",NA,NA,"  0.82",NA,NA
"10646","P61460;Q6GQV2;Q8BVE2","-0.06",NA,NA,NA,NA,NA,NA,NA,NA
"10647","P61460;Q6GQV2;Q8BVE2"," 0.29",NA,NA,NA,NA,NA,NA,NA,NA
"10649","P61460;Q6GQV2;Q8BVE2"," 0.36",NA,"-0.05",NA," 1.05",NA,NA,NA,NA
"10650","P61460;Q6GQV2;Q8BVE2"," 0.54"," 0.27"," 0.13"," 0.82"," 1.16"," 0.86","  0.84","  0.83"," 1.99"
"10653","P61460;Q6GQV2;Q8BVE2"," 0.60",NA," 0.46",NA," 0.98",NA,"  0.28",NA,NA
"10656","P61460;Q6GQV2;Q8BVE2",NA,NA,NA,NA," 1.54",NA,NA,NA,NA
"10657","P61460;Q6GQV2;Q8BVE2",NA,NA,NA," 0.54"," 0.95"," 0.92",NA,"  0.68",NA
"10658","P61460;Q6GQV2;Q8BVE2",NA,NA,NA," 0.54"," 0.95"," 0.92",NA,"  0.68",NA
"10659","P61460;Q6GQV2;Q8BVE2"," 0.45"," 0.93"," 0.54"," 0.65"," 0.77"," 0.99","  0.72","  1.26"," 0.72"
"10660","P61460;Q6GQV2;Q8BVE2"," 0.53"," 0.74"," 0.78"," 0.65",NA,NA,"  0.72","  1.26"," 0.72"
"10664","P61460;Q6GQV2;Q8BVE2","-0.17"," 0.67"," 0.13"," 0.45"," 0.25",NA,"  0.84","  0.83"," 0.40"
"10665","P61460","-1.78",NA,NA,NA,"-1.50","-1.35"," -1.24"," -2.35",NA
"10666","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,"-0.18","-0.25"," 1.79","-1.29",NA,NA,NA,NA
"10667","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-0.87"," 1.64"," 1.97"," 0.09",NA,"-0.43",NA,NA,NA
"10670","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3",NA,NA,NA,NA,NA,NA,"  1.32",NA,NA
"10671","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,NA,NA,NA," 0.33",NA,NA,NA,NA
"10672","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-0.44",NA," 0.05"," 0.80"," 0.34"," 0.13",NA,NA,NA
"10673","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA," 0.52",NA,NA,NA,NA,NA,NA,NA
"10674","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,NA," 2.87",NA,NA,NA,NA,NA,NA
"10675","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-0.32"," 0.72"," 0.15"," 0.80",NA,NA,NA,NA,NA
"10676","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-0.41","-0.21","-0.49"," 0.16"," 0.65"," 0.53",NA,NA,NA
"10678","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8"," 2.49"," 2.04",NA,NA," 1.79",NA,"  2.23",NA,NA
"10679","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,NA,NA,NA,NA,NA,"  1.85",NA,NA
"10681","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8"," 1.19"," 1.15"," 1.07"," 1.13"," 1.10"," 1.48","  1.00","  0.95"," 1.01"
"10683","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-1.79",NA,NA,NA,NA,NA," -0.94",NA,NA
"10688","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,NA," 1.48",NA,NA,NA,NA,NA,NA
"10689","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8",NA,NA,"-0.25","-0.14",NA,NA," -0.11",NA,NA
"10690","Q570Y9-1;Q570Y9;B2ZRS3;B2ZRS5;B2ZRS6;Q570Y9-3;Q570Y9-2;B2ZRS7;B2ZRS8","-0.28"," 1.64",NA," 2.70",NA,NA,NA,NA,NA
"10696","Q99J56;Q3UGB8",NA," 0.72","-5.44",NA,NA,NA,NA,"  8.57",NA
"10697","Q99J56;Q3UGB8",NA,NA,NA,NA,"-0.74",NA,NA,NA,NA
"10698","Q60774;Q8BFU6"," 1.06",NA," 0.71",NA,"-0.33",NA,NA," -0.91","-0.36"
"10699","Q8BXA1"," 0.04","-0.07",NA,NA,"-0.33"," 0.03",NA," -0.51","-0.06"
"10700","Q8BXA1","-0.29",NA,NA,NA,NA,NA,NA,NA,NA
"10701","Q8BXA1","-0.24",NA," 0.17",NA,NA,NA,NA,NA,NA
"10702","O54786-1;O54786;Q8BQC7;Q8CA98;O54786-2;B2KFW9;Q8C535"," 2.70",NA,NA,NA,NA,NA,NA,NA,NA
"10703","O54786-1;O54786;Q8BQC7;Q8CA98"," 0.18"," 0.15",NA,NA,"-0.03"," 0.18",NA," -0.99",NA
"10704","Q3TIV5-1;Q3TIV5;B1B079;Q3TIV5-2","-0.19",NA,NA,NA,NA,NA,NA,NA,NA
"10705","Q3TIV5-1;Q3TIV5;B1B079;Q3TIV5-2","-0.19",NA,NA,NA,NA,NA,NA,NA,NA
"10706","Q9Z2A7;Q54AA6"," 0.28"," 0.30"," 0.53"," 0.07","-0.73","-0.57"," -0.04"," -0.88","-1.02"
"10707","Q9Z2A7;Q54AA6"," 0.59"," 0.34"," 0.74","-0.97","-0.40","-0.39"," -0.45"," -0.71","-0.62"
"10708","Q9Z2A7;Q54AA6"," 0.97"," 0.22"," 0.69","-0.88","-0.36","-0.55"," -3.13"," -0.70","-0.64"
"10709","Q9Z2A7;Q54AA6","-0.55","-0.96","-0.54","-1.01","-1.42","-1.64"," -1.25"," -1.47",NA
"10710","Q9Z2A7;Q54AA6"," 2.28"," 0.00"," 0.67","-0.33","-0.65",NA,NA," -1.20",NA
"10711","Q9Z2A7;Q54AA6","-1.06",NA,"-0.18",NA,"-1.08","-1.33",NA," -1.33","-1.39"
"10712","Q9Z2A7;Q54AA6","-0.68","-0.76","-0.70",NA,"-1.45","-1.70"," -1.18"," -1.65","-1.06"
"10713","Q9Z2A7;Q54AA6"," 0.05"," 0.17"," 0.01",NA," 0.77"," 0.86",NA,"  0.57"," 0.30"
"10714","Q3UFM6;Q3UQ85;O70279","-0.86"," 0.32",NA," 0.92",NA,NA,"  0.95",NA,NA
"10715","Q3UFM6;Q3UQ85;O70279","-0.86"," 0.32",NA," 0.92",NA,NA,"  0.95",NA,NA
"10716","Q9EQM6","-1.05"," 1.05","-0.74"," 0.23"," 0.71",NA," -0.58","  0.35"," 0.41"
"10717","Q9EQM6","-0.50","-0.27","-0.19"," 0.26",NA,NA,"  0.20",NA,NA
"10718","Q9EQM6",NA,NA,NA," 0.26",NA,NA,NA,NA,NA
"10723","Q9EQM6",NA,NA,NA,NA,"-0.86",NA,NA,NA,NA
"10724","Q9EQM6",NA," 0.03",NA,NA,NA,NA,NA,"  0.62",NA
"10725","Q9EQM6"," 0.45"," 1.29"," 0.49"," 0.91"," 0.69",NA,"  0.44","  0.71"," 0.41"
"10726","Q9EQM6","-0.54","-0.27","-0.18"," 0.26"," 0.15",NA,"  0.20",NA,NA
"10727","Q6A0B7;Q80Y60","-0.29"," 0.78","-0.48",NA,"-0.89","-0.18",NA," -0.41"," 1.88"
"10728","Q6A0B7;Q80Y60",NA,NA,NA,NA,NA,"-0.12",NA,NA,NA
"10730","Q6P5E8-1;Q6P5E8;Q8BK42","-0.10","-0.30","-0.15","-0.39"," 0.08"," 0.05"," -0.30"," -0.16","-0.36"
"10731","Q6P5E8-1;Q6P5E8;Q8BK42","-0.10","-0.30","-0.15","-0.39"," 0.08"," 0.05"," -0.30"," -0.16","-0.36"
"10732","P98192;Q3TKG9;Q3UBU1;Q545P6;Q8R390;Q9CT84;Q05DV2","-0.34"," 1.53",NA,NA," 0.40",NA,NA,NA," 0.64"
"10733","P98192;Q3TKG9;Q3UBU1;Q545P6;Q8R390;Q9CT84;Q05DV2"," 0.34",NA,NA,NA," 0.27",NA,NA,NA,NA
"10734","P98192;Q3TKG9;Q3UBU1;Q545P6;Q8R390;Q9CT84;Q05DV2"," 0.15",NA,NA,NA," 0.08",NA,NA,NA,NA
"10735","P98192;Q3TKG9;Q3UBU1;Q545P6;Q8R390;Q9CT84;Q05DV2"," 0.34",NA,NA,NA,NA,NA,NA,NA,NA
"10742","Q9JHU4;O08821;O70182;Q3TAZ3;Q3UA73;Q80U36;Q8C6T5;Q923F5"," 1.07",NA,NA,NA,NA,NA,NA,NA,NA
"10743","Q9JHU4;O08821;O70182;Q3TAZ3;Q3UA73;Q80U36;Q8C6T5;Q923F5",NA,NA," 1.47",NA,NA,NA,NA,NA,NA
"10746","Q9JHU4;O08821;O70182;Q3TAZ3;Q3UA73;Q80U36;Q8C6T5;Q923F5"," 1.61"," 1.35"," 1.35",NA," 0.86"," 0.72",NA,"  1.46"," 2.53"
"10749","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.28"," 0.59",NA," 0.10"," 0.43"," 0.13","  0.14","  0.21"," 0.40"
"10751","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.74",NA,NA," 0.12",NA,NA,"  0.17",NA,NA
"10752","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.66",NA,"-0.43"," 0.19"," 0.21"," 0.20","  0.19","  0.27",NA
"10756","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.08",NA,NA,NA,NA,NA,NA,NA,NA
"10757","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2",NA,NA,NA," 1.15",NA,NA,"  1.23"," -0.49",NA
"10758","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.56","-0.13","-0.10"," 0.23"," 0.10","-0.40","  0.31"," -0.07"," 0.25"
"10759","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2","-0.36","-0.13","-0.10"," 0.23"," 0.21"," 0.09","  0.31","  0.18"," 0.25"
"10760","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2",NA,NA,NA," 0.76","-0.17",NA," -0.01"," -0.03",NA
"10761","Q9DBR1-1;Q9DBR1;A2ATK1;Q9DBR1-2",NA,NA,NA," 0.39"," 0.73",NA,NA,NA,NA
"10762","P97789-1;P97789;P97789-2;P97789-3",NA,NA," 3.71",NA,NA,NA,NA,NA,NA
"10763","P97789-1;P97789;P97789-2;P97789-3",NA,NA," 3.71",NA,NA,NA,NA,NA,NA
"10764","P97789-1;P97789;P97789-2;P97789-3","-0.24","-0.33","-0.34","-0.29","-0.23","-0.14"," -0.24"," -0.14",NA
"10766","P97789-1;P97789;P97789-2;P97789-3",NA,NA,NA," 1.20",NA,NA,"  1.37",NA,NA
"10768","P97789-1;P97789;P97789-2"," 0.71"," 0.32"," 0.60",NA," 0.23"," 0.14",NA,NA,NA
"10770","Q5SS80-1;Q5SS80;Q5SS80-2;B0QZT2",NA,NA,NA,"-0.77","-1.27",NA," -1.21",NA,"-4.08"
"10771","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.38","-0.11","-0.28"," 0.04"," 0.06","-0.07"," -0.04","  0.17"," 0.05"
"10772","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.38","-0.11","-0.28"," 0.04"," 0.06","-0.07"," -0.04","  0.17"," 0.05"
"10773","Q80TX4;Q921Y1;Q9CRI3;Q05BH3",NA,NA,NA,NA," 0.00",NA,NA,NA,NA
"10774","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.54",NA,NA,NA,NA,NA,NA,NA,NA
"10775","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.24","-0.13","-0.13"," 0.03","-0.18","-0.48","  0.20"," -0.14","-0.02"
"10776","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.02"," 0.20"," 0.27",NA," 0.57",NA,NA,NA,NA
"10777","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-1.00","-0.25","-0.28"," 0.03","-0.42","-0.75","  0.08"," -0.14","-0.02"
"10778","Q80TX4;Q921Y1;Q9CRI3;Q05BH3","-0.54","-0.06","-0.30",NA,"-0.24"," 0.10",NA,"  0.22",NA
"10779","Q6PGC1;Q8BN72"," 0.44",NA,NA,NA,NA,NA,NA,NA,NA
"10780","Q6PGC1;Q8BN72;Q3TRV5"," 0.13",NA,NA,NA,NA,NA,NA,NA,NA
"10781","Q6PGC1;Q8BN72"," 0.52",NA," 0.37",NA," 0.36",NA,NA,NA,NA
"10782","Q6PGC1;Q8BN72"," 0.20",NA,NA,NA,NA,NA,NA,"  0.11",NA
"10783","Q99PU8-3;Q99PU8;Q99PU8-1;Q99PU8-2","-0.28",NA,NA,NA,"-3.78",NA,NA,NA,NA
"10784","O89064;Q6A0A1;Q80X98;Q8R1J6"," 0.53",NA,NA,NA," 0.14",NA,NA,NA,NA
"10785","O89064;Q6A0A1;Q80X98;Q8R1J6"," 0.34",NA,NA,NA,NA,NA,NA,NA,NA
"10786","Q6P5D3-1;Q6P5D3;Q6P5D3-2;Q6P5D3-3"," 0.05",NA,NA,NA," 0.56","-0.06"," -0.30",NA,NA
"10787","Q6P5D3-1;Q6P5D3;Q6P5D3-3"," 0.52"," 0.05",NA,NA,NA,NA,NA,NA,NA
"10788","Q6P5D3-1;Q6P5D3;Q6P5D3-2;Q6P5D3-3",NA,NA,NA,NA,NA,"-0.06"," -0.25",NA,NA
"10789","Q6P5D3-1;Q6P5D3;Q6P5D3-2;Q6P5D3-3",NA,NA," 0.19",NA,NA,NA,NA,NA,NA
"10790","A2A4P0;Q3U580;Q3UQQ4;Q5DTN5;A2A4N9;Q3TUC8;Q8R214","-1.22",NA,NA,NA,"-0.32",NA,NA,NA,NA
"10791","Q64669;Q542Y0;Q99KL8","-0.01","-0.19","-0.23","-0.06"," 0.18"," 0.12"," -0.09"," -0.05"," 0.11"
"10792","O70566-2;O70566;O70566-1;Q3U4Y4;Q6W4W7;Q8C414"," 0.53",NA,"-0.05",NA,NA,NA,NA,NA,NA
"10794","Q9QZD8;B1ATZ4",NA,NA,NA,NA,"-2.22",NA,NA,NA,NA
"10803","Q99104;B8JK03;B8JK04"," 2.16",NA,NA,NA,NA,NA,NA,NA,NA
"10805","Q99104;B8JK03;B8JK04"," 0.31",NA,NA,NA,NA,NA,NA,NA,NA
"10806","Q9CQJ4",NA,NA,NA,NA," 0.49",NA,NA,NA,NA
"10807","Q9CQJ4","-0.78",NA,NA,NA,NA,NA,NA,NA,NA
"10810","Q8CB44;Q5U4C7",NA,NA,NA,NA,"-0.09",NA,NA,NA,NA
"10811","Q8CB44;Q5U4C7","-1.54",NA,NA,"-0.23","-0.09",NA," -0.33","  0.15",NA
"10812","Q8CB44;Q5U4C7"," 0.53"," 0.92"," 0.54","-0.23","-0.09",NA," -0.33","  0.15",NA
"10813","Q66L71;Q8BWT5",NA,NA," 2.58",NA,NA,NA,NA,NA,NA
"10814","Q66L71;Q8BWT5",NA,NA," 2.58",NA,NA,NA,NA,NA,NA
"10815","Q66L71;Q8BWT5",NA,NA," 2.58",NA,NA,NA,NA,NA,NA
"10816","Q66L71;Q8BWT5",NA,NA," 2.58",NA,NA,NA,NA,NA,NA
"10818","Q66L71","-0.95",NA,"-1.25",NA,NA,NA,NA,NA,NA
"10819","Q3UH60-1;Q3UH60","-0.03","-0.07"," 0.16","-1.03"," 0.22",NA," -1.69"," -0.40",NA
"10820","Q3UH60-1;Q3UH60",NA,NA,NA,"-0.47",NA,NA,NA,NA,NA
"10833","Q3UH60-1;Q3UH60","-0.35",NA,NA,NA,NA,NA,NA,NA,NA
"10837","Q3UH60-1;Q3UH60","-0.04",NA,NA,NA,NA,NA,NA,NA,NA
"10841","B2RQ71;B7ZMZ7;Q5EBR0;Q69ZV2;Q6NY04;Q6PGL8","-0.34","-0.67","-0.17","-0.53","-0.15",NA," -1.70"," -0.86","-0.22"
"10842","B2RQ71;B7ZMZ7;Q5EBR0;Q69ZV2;Q6NY04;Q6PGL8",NA,NA,NA,NA,"-0.72","-0.55",NA,NA,NA
"10843","B2RQ71;B7ZMZ7;Q5EBR0;Q69ZV2;Q6NY04;Q6PGL8",NA,NA,NA,NA,"-0.72","-0.55",NA,NA,NA
"10844","B2RQ71;B7ZMZ7;Q5EBR0;Q69ZV2;Q6NY04;Q6PGL8","-0.82",NA,NA,NA,"-0.81",NA,NA,NA,NA
"10845","B2RQ71;B7ZMZ7;Q5EBR0;Q69ZV2;Q6NY04;Q6PGL8",NA,NA,NA,NA,NA,"-0.55",NA,NA,NA
"10849","Q8CI75-2;Q8CI75;Q8CI75-1","-0.75",NA," 1.25",NA,NA,NA,NA,NA,NA
"10850","Q8CI75-2;Q8CI75;Q8CI75-1","-0.03"," 0.03","-0.04","-0.13","-0.01","-0.42"," -0.30",NA,"-0.02"
"10851","Q8CIP5-1;Q8CIP5"," 0.57",NA," 0.25",NA,NA,NA,NA,NA,NA
"10852","Q8CIP5-1;Q8CIP5"," 0.57",NA," 0.25",NA,NA,NA,NA,NA,NA
"10853","Q8CIP5-1;Q8CIP5",NA,NA,NA,NA," 0.44",NA,NA,NA,NA
"10855","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.64",NA," 0.39","-1.08"," 0.01","-0.08"," -1.52"," -1.05","-0.82"
"10856","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4",NA,"-0.16",NA,NA,NA,NA,NA,NA,NA
"10857","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.77"," 0.09"," 0.33"," 0.08"," 0.03"," 0.12","  0.29"," -0.14","-0.04"
"10858","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.23","-0.30"," 0.27"," 0.10"," 0.03"," 0.09","  0.08","  0.61","-0.04"
"10859","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4"," 0.27"," 0.51","-0.37"," 0.13"," 0.12"," 0.16","  0.51","  0.23",NA
"10860","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.70","-0.54",NA,NA,NA,NA,NA,NA,NA
"10861","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.52","-0.26","-0.22"," 0.00","-0.06"," 0.04","  0.01"," -0.19","-0.22"
"10862","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4","-0.10","-0.26","-0.20","-0.22","-0.19","-0.37"," -0.33"," -0.40","-0.44"
"10863","Q9ESX5;Q3TI79;Q3TM67;Q3UWE5;Q499D4",NA,NA,NA," 0.38"," 0.60"," 0.60","  0.25",NA,NA
"10864","Q8BMF4;Q99LL2",NA,NA,NA,NA,"-0.70",NA,NA,NA,NA
"10865","O08749;Q3TIE8",NA,NA,NA,NA,NA,NA,NA,NA," 0.42"
"10866","Q811D0-3;Q811D0","-0.49",NA,"-0.45",NA,NA,NA,"  0.07",NA,NA
"10867","Q811D0-3;Q811D0;Q811D0-2;Q571K0","-0.21"," 0.08","-0.04",NA," 0.94"," 0.50","  0.07",NA,NA
"10868","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q811D0-2;Q571K0;Q3TPP5",NA,NA,"-0.36"," 0.81"," 0.48",NA,NA,NA,NA
"10869","Q811D0-1;Q811D0;Q3UP61"," 0.01"," 1.89"," 0.17",NA,"-0.09"," 0.21",NA," -0.69",NA
"10871","Q811D0-1;Q811D0;Q3UP61",NA," 0.08",NA,NA,NA,NA,NA,NA,NA
"10874","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q78E66;Q8CD64;Q811D0-2;Q571K0","-0.89",NA,NA,NA,NA,NA,NA,NA,NA
"10875","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q78E66;Q8CD64;Q811D0-2;Q571K0","-0.61",NA,NA,NA,"-0.88",NA,NA,NA,NA
"10877","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q78E66;Q8CD64;Q811D0-2;Q571K0"," 1.33",NA,NA,NA," 1.57",NA,NA,NA,NA
"10878","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q78E66;Q8CD64;Q811D0-2;Q571K0"," 1.29",NA,NA,NA," 1.55",NA,NA,NA,NA
"10880","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q811D0-2;Q571K0;Q3TPP5",NA,NA,NA,NA," 1.54",NA,NA,NA,NA
"10881","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q811D0-2;Q571K0;Q3TPP5",NA,NA,NA,NA," 1.32",NA,NA,NA,NA
"10882","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q811D0-2;Q571K0;Q3TPP5","-0.66","-0.63","-0.50","-1.16","-0.50","-0.50",NA," -0.60","-0.49"
"10885","Q811D0-3;Q811D0;Q811D0-1;Q3UP61;Q811D0-2;Q571K0;Q3TPP5",NA," 0.15"," 0.20",NA,"-0.31",NA,"  0.02"," -0.56",NA
