Uniprot ID,TC Exp1 20min (log2),TC Exp2 20min (log2),TC Exp3 20min (log2),LY Exp1 Insulin/Starved (log2),LY Exp2 Insulin/Starved (log2),LY Exp3 Insulin/Starved (log2),MK Exp1 Insulin/Starved (log2),MK Exp2 Insulin/Starved (log2),MK Exp3 Insulin/Starved (log2)
Q9CYI0;A0PJK9;Q3TUY5;B1AQG3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9CYI0;A0PJK9;Q3TUY5;B1AQG3,0.13,-0.19,-0.02,0.18,NaN,NaN,0.20,-0.13,-0.10
Q9CYI0;A0PJK9;Q3TUY5;B1AQG3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3U125;Q9CYH2,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3U125;Q9CYH2,-0.17,NaN,NaN,NaN,NaN,-0.01,NaN,NaN,NaN
Q8CIB6;A2AMQ1,-0.22,-0.68,-1.09,-0.25,-1.45,-1.11,-0.42,-0.53,-1.37
Q8CIB6;A2AMQ1,-0.22,-0.49,-0.82,NaN,-2.07,NaN,0.16,-0.67,1.57
Q3TUU0;Q3USG8;Q8VDY9,-0.63,-0.06,-0.04,NaN,0.37,-0.12,0.48,-0.05,-0.16
Q3TUU0;Q3USG8;Q8VDY9,-0.32,-0.06,-0.01,0.05,0.30,NaN,0.48,-0.08,NaN
Q3TUU0;Q3USG8;Q8VDY9,-1.60,NaN,4.11,NaN,NaN,NaN,NaN,NaN,3.47
Q3TUU0;Q3USG8;Q8VDY9,-1.60,NaN,4.11,NaN,NaN,NaN,NaN,1.21,3.47
Q3TUU0;Q3USG8;Q8VDY9,-1.60,NaN,NaN,NaN,NaN,NaN,NaN,1.21,3.47
Q3TUU0;Q3USG8;Q8VDY9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3TUU0;Q3USG8;Q8VDY9,NaN,NaN,0.88,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,NaN,NaN,NaN,0.16,-0.09,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,-0.27,NaN,NaN,0.16,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0,0.37,0.80,3.90,0.58,0.44,1.09,1.03,1.69,2.40
Q8BP27;Q3TI03;Q3TJK0,0.36,NaN,1.09,NaN,NaN,NaN,NaN,0.96,NaN
Q8BP27;Q3TI03;Q3TJK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,-0.41,-0.51,-0.81,-1.33,-0.86,-0.86,-0.90,-0.92,-1.16
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,0.23,0.30,0.33,0.22,0.17,0.13,0.18,0.23,0.23
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,-0.01,0.09,0.13,-0.24,0.02,-0.05,0.09,0.10,-0.06
Q8BP27;Q3TI03;Q3TJK0;Q3TH62,0.21,0.28,0.39,0.17,0.20,NaN,0.17,0.23,0.23
Q8BP27;Q3TI03;Q3TJK0,-0.24,0.00,NaN,0.38,0.36,NaN,0.53,0.51,0.56
Q3UX66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,1.56,1.49,1.33,0.97,NaN,0.54,1.10,1.23,-1.48
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,1.59,4.02,0.72,3.71,2.56,2.73,3.41,NaN,4.36
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,0.50,0.28,0.75,0.06,0.33,0.19,0.30,-0.15,-0.08
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,0.51,1.37,1.81,0.48,0.12,-0.34,0.50,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2;Q19SC5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,1.37,1.08,1.13,1.29,0.89,0.88,1.07,1.50,0.86
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,-0.14,NaN,-0.28,-1.19,-0.17,-1.00,-1.59,-1.63,0.41
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BH50-1;Q8BH50;Q0VAW6;Q19SD0;Q8BH50-2,0.89,0.80,0.63,NaN,NaN,NaN,NaN,0.10,NaN
B2RQE8,NaN,NaN,NaN,NaN,-4.33,-4.73,NaN,NaN,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.21,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.21,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.86,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.21,NaN
B2RQE8,NaN,NaN,NaN,NaN,-0.72,NaN,NaN,NaN,NaN
B2RQE8,NaN,NaN,NaN,NaN,-0.72,NaN,NaN,NaN,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B2RQE8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8BWQ6-1;Q8BWQ6;Q8BWQ6-2;Q9D0B4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,-0.09,NaN,NaN,NaN,-0.30,0.10,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,-0.28,0.44,0.66,NaN,0.18,-0.12,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,NaN,0.03,-0.06,NaN,0.08,-0.10,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,NaN,0.03,-0.06,NaN,0.08,-0.10,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,0.66,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,0.66,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,NaN,NaN,0.66,NaN,NaN,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,1.29,NaN,NaN,NaN,2.33,NaN,NaN,NaN,NaN
A2ACV6;Q69ZW6;Q8CBB8;Q8CD47,0.26,NaN,0.12,-1.57,0.07,0.42,NaN,0.02,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,0.15,0.30,NaN,NaN,0.12,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,0.13,0.08,0.56,0.38,0.54,0.49,0.46,0.34,0.56
Q64337-1;Q64337;Q64337-2,0.75,0.89,1.01,0.30,1.36,0.45,0.33,0.40,0.41
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,0.38,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,-0.29,-0.02,-0.88,-0.15,-0.08,0.20,-0.53,0.16,NaN
Q64337-1;Q64337;Q64337-2,-0.21,NaN,NaN,NaN,-0.94,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,-0.50,NaN,NaN,-0.04,NaN,NaN,-0.11,-0.05,NaN
Q64337-1;Q64337;Q64337-2,0.24,NaN,NaN,-0.05,NaN,NaN,-0.05,-0.05,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337;Q64337-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q64337-1;Q64337,NaN,NaN,NaN,NaN,0.07,NaN,-0.18,NaN,NaN
Q64337-1;Q64337,-0.29,NaN,NaN,-0.85,-0.49,-0.64,-0.80,NaN,NaN
Q64337-1;Q64337,0.50,NaN,NaN,-0.85,-0.36,-0.64,-0.80,NaN,NaN
Q64337-1;Q64337;Q64337-2,0.29,0.05,NaN,0.18,NaN,-0.39,0.20,0.26,0.29
Q64337-1;Q64337,-0.29,NaN,NaN,-0.85,-0.31,NaN,-0.99,NaN,NaN
Q64337-1;Q64337;Q64337-2,0.65,0.95,0.56,NaN,0.54,0.04,-0.10,0.26,0.29
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.27,NaN,0.02,NaN,-1.35,-0.22,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.39,NaN,NaN,NaN,1.32,0.26,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,-0.12,0.05,NaN,NaN,-0.23,0.14,NaN,0.16,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,1.17,1.20,NaN,0.77,0.87,0.73,0.96,0.73,1.04
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.21,NaN,2.18,NaN,-0.73,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.21,NaN,2.15,NaN,-0.73,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,-0.08,0.96,-0.50,-0.55,-0.86,-0.59,-0.53,-0.45,-0.76
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,-0.35,-0.07,-0.27,-0.19,0.15,0.15,-0.12,0.01,-0.14
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,0.04,NaN,-1.46,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.94,1.32,NaN,NaN,1.63,NaN,NaN,1.97,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,-0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,1.75,1.87,1.87,2.11,1.45,1.54,NaN,-1.33,1.59
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.59,NaN,NaN,NaN,0.70,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.57,0.77,NaN,0.71,0.63,0.66,0.84,NaN,0.73
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,-0.79,-1.26,-0.82,-0.70,-0.79,-0.84,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,NaN,-0.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,1.07,1.30,1.23,0.16,0.84,0.88,0.91,NaN,1.15
Q7TQH0-2;Q7TQH0;Q7TQH0-3;Q7TQH0-1;Q3TGG2;Q3TYH7,0.54,NaN,-0.16,NaN,0.22,0.06,NaN,NaN,NaN
Q91ZX7;Q3U454;Q811K6;Q8C4T5,-0.55,-0.55,0.46,0.55,-0.75,-0.76,0.29,-0.56,-0.36
Q91ZX7;Q3U454;Q811K6;Q8C4T5,0.46,0.68,0.40,-0.04,0.53,0.83,0.44,0.76,0.68
Q91ZX7;Q3U454;Q811K6;Q8C4T5,0.69,0.39,-0.11,0.77,0.43,0.03,0.15,1.00,-0.11
B2RX70;Q8BMB4,-0.28,0.00,-0.11,0.31,-0.28,0.07,0.25,0.33,0.09
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,-2.04,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,-2.04,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,-2.04,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8C6U8;Q8BR96;Q8C920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
A2AG58-1;A2AG58;A2AG58-2;A2AG55,0.50,0.17,-0.16,1.46,NaN,NaN,0.15,0.11,NaN
A2AG58-1;A2AG58;A2AG58-2;A2AG55,-0.41,0.17,-0.16,1.46,NaN,NaN,0.15,0.11,NaN
Q3U442;Q6NV65;Q8C919;Q3TDC8;Q8C3R1;Q8CBQ6;Q9JKU7,-0.13,0.00,-0.10,NaN,-0.47,0.20,NaN,-0.15,0.06
Q3U442;Q6NV65;Q8C919;Q3TDC8;Q8C3R1;Q8CBQ6;Q9JKU7,0.14,NaN,NaN,NaN,NaN,NaN,NaN,-0.44,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P58742;Q3TEP0;Q8BU75;Q8R3F7,-0.01,0.13,0.84,NaN,-0.09,-0.21,NaN,-0.46,-0.03
P51912;Q3UFR4;Q5U647;Q9ESU7,-0.17,-0.02,-0.06,0.38,0.32,0.20,0.35,0.33,0.23
P51912;Q3UFR4;Q5U647;Q9ESU7,NaN,-0.14,-0.03,NaN,NaN,NaN,0.68,NaN,0.32
P51912;Q3UFR4;Q5U647;Q9ESU7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P51912;Q3UFR4;Q5U647;Q9ESU7,NaN,-0.17,NaN,-0.10,NaN,NaN,NaN,NaN,NaN
P51912;Q3UFR4;Q5U647;Q9ESU7,-0.24,-0.17,NaN,-0.05,-0.20,-0.17,-0.54,NaN,NaN
P51912;Q3UFR4;Q5U647;Q9ESU7,-0.36,-0.33,-0.46,-0.81,-0.69,-0.75,-0.64,-0.82,-0.72
P51912;Q3UFR4;Q5U647;Q9ESU7,NaN,NaN,NaN,0.03,0.19,0.09,NaN,NaN,NaN
P51912;Q3UFR4;Q5U647;Q9ESU7,0.98,0.93,NaN,0.03,0.19,0.24,NaN,-0.46,NaN
P51912;Q3UFR4;Q5U647;Q9ESU7,0.27,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN
Q9D2R0;Q8K3J7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9D2R0;Q8K3J7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q99PG0,NaN,NaN,NaN,NaN,NaN,2.75,NaN,NaN,NaN
Q8R2R3;Q3TW04,0.31,0.11,0.07,-0.19,-1.36,NaN,-0.20,0.15,NaN
Q8R2R3;Q3TW04,0.31,0.11,0.07,-0.19,-1.36,NaN,-0.20,0.15,NaN
Q8R2R3;Q3TW04,1.68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R2R3;Q3TW04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R2R3;Q3TW04,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8R2R3;Q3TW04,0.56,0.70,0.77,NaN,NaN,NaN,NaN,NaN,NaN
Q8R2R3;Q3TW04,NaN,0.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,0.08,-0.09,NaN,-1.64,-0.75,NaN,-1.33,-1.00,-0.70
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,0.08,-0.09,NaN,-1.64,-0.75,NaN,-1.33,-1.00,-0.70
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,3.85,3.61,NaN,NaN,1.36,0.68,NaN,NaN,3.09
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,0.10,-0.72,-1.09,NaN,-0.22,0.26,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,0.13,0.10,-1.27,NaN,0.54,0.23,NaN,0.08,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,0.00,0.15,-0.60,NaN,0.67,NaN,NaN,0.49,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q3UHJ0-1;Q3UHJ0;B2RUJ0;Q3UHJ0-2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
